numInputs,numOutputs,maxLevel,const,and,nand,or,nor,not,xor,xnor,buf,const-and,const-nand,const-or,const-nor,const-not,const-xor,const-xnor,const-buf,const-output,and-and,and-nand,and-or,and-nor,and-not,and-xor,and-xnor,and-buf,and-output,nand-and,nand-nand,nand-or,nand-nor,nand-not,nand-xor,nand-xnor,nand-buf,nand-output,or-and,or-nand,or-or,or-nor,or-not,or-xor,or-xnor,or-buf,or-output,nor-and,nor-nand,nor-or,nor-nor,nor-not,nor-xor,nor-xnor,nor-buf,nor-output,not-and,not-nand,not-or,not-nor,not-not,not-xor,not-xnor,not-buf,not-output,xor-and,xor-nand,xor-or,xor-nor,xor-not,xor-xor,xor-xnor,xor-buf,xor-output,xnor-and,xnor-nand,xnor-or,xnor-nor,xnor-not,xnor-xor,xnor-xnor,xnor-buf,xnor-output,buf-and,buf-nand,buf-or,buf-nor,buf-not,buf-xor,buf-xnor,buf-buf,buf-output,input-and,input-nand,input-or,input-nor,input-not,input-xor,input-xnor,input-buf,input-output,reliability_percent
5,5,6,0,2,2,2,4,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,1,2,4,0,0,0
4,3,9,0,6,9,5,8,4,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,3,0,2,2,0,1,0,1,0,0,0,1,0,0,2,4,6,3,0,1,1,3,0,0,0,0,3,2,1,4,0,0,0,2,4,1,2,1,4,1,0,0,0,1,2,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,1,1,2,0,0,0
6,10,7,0,6,5,6,5,6,6,6,0,0,0,0,0,0,0,0,0,0,1,3,2,3,1,1,2,0,2,2,0,1,2,0,1,1,0,2,0,1,2,0,0,1,1,0,0,3,0,0,1,0,1,3,0,2,0,3,1,1,1,2,2,0,1,1,2,1,1,0,0,1,0,3,2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,4,0,0,0,0
4,10,12,0,8,10,14,11,6,10,15,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,3,1,3,2,4,0,3,3,0,0,1,2,4,2,0,1,4,0,5,2,2,5,2,1,2,4,0,2,0,0,2,2,0,1,2,0,0,3,4,3,7,0,1,5,0,0,5,5,6,2,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,6,4,0,0,65.86
4,9,3,0,2,1,2,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,0,0,0,2,0,2,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,100
4,8,12,0,9,14,10,9,10,7,10,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,1,0,0,3,3,4,2,3,0,1,4,0,1,4,2,3,1,1,2,2,0,0,1,7,2,1,1,2,2,0,1,1,6,0,5,1,0,1,0,2,1,2,2,3,3,1,2,0,1,1,3,5,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,1,3,4,0,0,74.1
2,1,4,0,1,2,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,100
7,3,4,0,1,4,4,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,4,0,0,0
4,10,11,0,6,10,9,10,12,9,10,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,2,0,1,1,1,0,1,3,0,4,0,1,3,0,1,5,4,0,0,2,4,2,3,3,3,3,0,3,2,2,3,5,1,3,3,0,0,1,3,2,0,2,1,3,0,0,2,3,1,5,1,0,3,0,1,0,0,0,0,0,0,0,0,0,3,4,1,2,2,2,0,0,0,68.82
7,3,5,0,2,7,4,3,1,5,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,2,1,1,0,4,0,0,1,1,1,2,0,1,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,2,0,1,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
6,10,3,0,0,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0
3,2,3,0,6,8,8,7,7,8,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,0,1,1,2,1,2,1,3,0,0,1,2,2,3,0,2,4,0,0,3,4,5,0,2,2,3,0,0,0,2,1,2,1,0,0,0,2,1,1,1,2,0,1,1,0,0,2,0,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,1,2,0,0,0
5,6,3,0,0,3,1,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,2,0,0,87.62
3,8,6,0,7,1,2,4,2,4,5,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,1,1,0,2,1,0,0,0,0,0,0,0,1,2,0,0,2,0,1,0,1,0,0,0,0,2,1,0,2,0,1,1,0,7,0,0,0,0,0,0,0,0,0,2,0,0,2,1,2,1,0,0,0
7,1,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0
3,3,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0
4,3,9,0,4,7,7,8,5,7,6,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,2,1,1,0,0,1,3,0,3,1,3,4,0,0,4,3,0,0,1,2,1,1,2,1,2,0,0,0,1,0,1,0,1,2,0,0,1,0,2,1,0,1,0,0,0,1,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,7,2,0,0,0,0,0
6,1,8,0,8,5,5,2,5,4,4,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,2,3,1,0,0,1,1,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,2,0,2,0,0,50.76
3,7,10,0,4,8,13,4,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,2,1,2,0,0,0,3,0,0,1,2,4,1,3,3,2,0,3,0,0,1,0,0,0,1,0,0,3,4,4,2,2,2,1,0,0,1,1,1,0,0,0,1,0,0,1,1,4,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,4,3,2,2,0,2,0,0,0
3,1,3,0,1,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0
7,1,10,0,7,13,7,7,10,8,8,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,2,1,0,0,2,5,1,3,2,1,3,0,1,2,0,1,1,1,1,1,0,0,0,5,0,1,2,1,1,0,0,2,3,4,0,0,3,5,0,0,1,3,0,2,0,3,0,0,0,1,3,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3,3,1,1,0,0,0
6,2,7,0,3,3,5,6,6,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,1,4,3,1,2,0,0,0,4,0,1,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,3,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,1,3,0,0,0
5,7,7,0,5,4,3,5,3,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,0,0,0,2,0,2,0,2,0,0,0,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,3,0,0,1,2,0,4,2,0,4,0,0,0,0,0,0,0,0,0,6,0,2,2,2,2,0,0,0,0
5,7,12,0,7,4,8,8,11,11,8,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,5,0,0,0,1,0,2,0,0,0,1,1,1,0,0,2,2,0,0,0,1,3,3,3,2,2,0,0,2,2,2,2,1,3,2,0,0,2,1,4,3,2,4,3,0,2,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,4,2,0,0,40.53
4,10,3,0,0,2,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,91.07
7,3,6,0,5,3,3,2,5,6,6,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,1,1,0,0,0,0,2,0,1,1,0,0,0,0,2,2,0,0,1,0,2,0,0,0,1,0,0,3,2,1,0,1,2,2,0,0,0,0,0,1,1,0,1,0,1,0,2,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,3,2,0,0,0
2,1,4,0,1,2,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,100
6,7,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,100
3,2,7,0,6,4,7,6,3,4,6,0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,4,0,2,3,1,2,2,0,0,0,1,3,0,0,1,2,0,1,0,0,3,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,4,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,0,0,0
3,1,6,0,4,1,7,4,6,9,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,3,2,1,2,1,0,0,0,0,0,0,1,4,0,0,1,1,0,1,1,1,3,0,0,0,2,0,2,2,0,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,3,0,0,0,0,100
5,5,5,0,3,2,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,3,0,0,0,0
4,3,8,0,7,8,6,7,6,7,9,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,4,1,0,0,1,1,0,2,1,1,4,0,0,3,1,2,2,1,2,1,0,0,4,3,1,2,0,2,1,0,0,1,2,2,0,1,0,1,0,0,1,3,1,1,0,1,2,0,3,2,1,2,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,1,3,0,0,88.5
3,2,5,0,1,3,6,4,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,2,2,0,1,0,1,4,1,0,2,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,2,1,0,0,0,1,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,0,0,0
1,10,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,100
6,6,3,0,3,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0
7,2,7,0,5,5,12,6,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,2,1,2,1,1,1,1,0,0,3,3,4,1,1,2,0,0,1,1,3,3,1,0,1,0,0,0,1,2,3,3,0,0,0,0,0,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,5,0,0,0,0
2,4,7,0,2,4,5,3,3,8,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,3,2,0,1,0,0,0,0,2,2,1,0,3,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,2,1,0,2,2,2,2,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,3,0,0,100
5,8,13,0,11,12,7,11,9,15,8,0,0,0,0,0,0,0,0,0,0,5,3,0,2,1,3,1,0,2,0,2,1,3,1,4,5,0,6,2,1,1,2,2,2,1,0,0,2,4,3,5,2,4,1,0,0,4,5,0,3,0,4,1,0,0,2,3,1,3,2,2,2,0,0,3,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,2,1,6,2,0,0,0
3,5,4,0,5,4,4,2,2,2,3,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,1,1,0,0,3,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,1,1,0,1,0,0,100
3,6,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,100
5,10,8,0,1,9,5,8,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,2,6,5,0,0,0,1,0,3,1,0,1,0,5,0,3,3,0,0,0,1,0,0,0,3,2,2,0,2,1,0,0,1,1,0,1,2,1,2,0,0,1,1,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,2,0,0,0,0
6,4,3,0,0,2,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0,0,0,0
7,1,5,0,3,2,3,1,3,5,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,1,0,4,4,0,0,2,1,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,6,0,0,0
3,2,11,0,5,11,7,8,8,9,5,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,1,0,0,1,3,1,2,2,4,0,0,0,0,2,2,1,0,2,2,0,0,2,2,2,3,0,2,2,0,0,3,4,4,4,2,1,1,0,1,0,2,0,0,2,1,2,0,1,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,1,3,0,0,0,100
5,1,4,0,0,2,5,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,3,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0
7,5,10,0,7,5,4,9,8,8,5,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,4,3,0,0,1,0,1,2,1,1,0,0,0,2,1,0,0,0,1,0,0,2,3,1,0,3,3,3,1,0,0,0,1,0,2,0,1,0,0,0,3,2,2,0,1,2,2,0,3,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,2,2,0,0,0
4,2,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0
7,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0
2,9,8,0,8,5,4,5,5,7,4,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,4,1,0,2,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,2,1,1,1,0,1,0,1,0,0,2,1,0,1,0,3,1,0,1,1,3,2,4,2,1,2,0,4,3,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,1,0,0,83.64
5,8,5,0,2,3,7,4,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,2,1,4,3,3,1,2,2,0,0,0,1,0,0,0,0,2,0,3,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,4,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,0,0,0
5,7,13,0,28,21,28,20,18,22,19,0,0,0,0,0,0,0,0,0,0,10,3,5,3,1,10,8,0,1,10,6,7,3,3,6,4,0,1,4,3,7,5,2,4,4,0,1,6,5,10,2,2,3,4,0,0,6,7,5,8,1,5,1,0,0,6,9,7,1,3,11,4,0,1,5,2,5,5,3,0,6,0,3,0,0,0,0,0,0,0,0,0,5,5,6,11,3,2,6,0,0,0
5,2,5,0,1,0,3,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0
4,1,3,0,2,0,2,5,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,4,0,0,0,0
6,7,8,0,4,8,3,7,11,6,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,1,0,0,1,1,2,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,1,3,0,3,4,0,0,0,3,3,2,2,5,1,0,0,0,0,0,1,0,0,0,0,7,1,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,4,0,0,0,0,0
3,10,3,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,100
2,8,6,0,4,2,3,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,2,1,3,1,0,1,2,1,0,0,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,0,0,83.11
3,7,13,0,9,7,16,13,8,19,12,0,0,0,0,0,0,0,0,0,0,2,1,4,6,2,6,1,0,0,1,1,2,1,1,3,2,0,0,4,4,4,1,2,6,1,0,0,2,2,3,3,0,4,6,0,0,2,1,4,1,0,2,5,0,0,3,2,7,4,1,3,4,0,5,1,2,5,4,0,6,2,0,2,0,0,0,0,0,0,0,0,0,1,0,2,3,2,4,2,0,0,87.64
6,2,7,0,4,9,8,4,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,5,2,0,2,1,0,2,3,3,1,1,0,1,3,0,0,0,2,1,0,0,1,0,0,0,2,1,1,1,0,1,0,0,0,1,2,2,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,2,4,0,0,0
5,2,4,0,1,3,6,2,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,4,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,6,0,0,0
7,4,6,0,1,5,2,7,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,3,1,0,2,0,1,0,0,0,1,0,0,0,0,1,1,2,0,1,1,0,2,1,1,0,2,0,2,1,0,0,0,2,1,2,1,2,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,1,0,0,0
5,9,8,0,5,6,10,5,8,9,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,1,1,1,1,2,0,6,2,1,1,3,1,3,0,0,3,1,1,6,2,0,3,1,0,0,1,2,5,2,1,1,3,0,0,1,2,0,0,1,2,1,0,0,1,2,4,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,2,4,0,0,0
5,3,11,0,5,15,8,10,7,11,11,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,1,2,0,0,5,3,2,2,2,1,2,0,0,0,2,2,1,0,3,2,0,1,2,3,1,1,0,4,1,0,0,1,4,2,4,1,2,3,0,1,1,4,5,5,1,3,4,0,0,1,3,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,3,2,2,4,0,0,87.48
5,6,4,0,1,4,1,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,0,0,0
5,8,4,0,1,3,3,3,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,4,0,0,0
4,8,4,0,3,0,3,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,4,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,2,0,0,59.04
